symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source
CLX,UPCOM,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Cho Lon Investment And Import Export Corporation (CHOLIMEX),STOCK,411.0,Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,Consumer Staples,Consumer Staples Dist. & Retail,Consumer Staples Distribution & Retail,86600000,EXPANDED
TLG,HOSE,CTCP Tập đoàn Thiên Long,Thien Long Group Corporation,STOCK,412.0,Thiên Long,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ và thiết bị thương mại,Industrials,Comm. & Prof. Services,Commercial Services & Supplies,86453575,EXPANDED
LSS,HOSE,CTCP Mía Đường Lam Sơn,Lam Son Sugar Joint Stock Corporation,STOCK,413.0,Mía Đường Lam Sơn,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,85741623,EXPANDED
SCG,HNX,CTCP Tập đoàn Xây dựng SCG,SCG Construction Group Joint Stock Company,STOCK,414.0,Xây dựng SCG,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,85000000,EXPANDED
DAH,HOSE,CTCP Tập đoàn Khách sạn Đông Á,Dong A Hotel Group JSC,STOCK,415.0,Khách sạn Đông Á,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",84200000,EXPANDED
VCP,UPCOM,CTCP Xây Dựng Và Năng Lượng VCP,VCP Power & Construction Joint Stock Company,STOCK,416.0,Xây Dựng Và Năng Lượng VCP,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,83789658,EXPANDED
IBC,UPCOM,CTCP Đầu tư Apax Holdings,Apax Holdings Joint Stock Company,STOCK,417.0,Đầu tư Apax Holdings,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,Dịch vụ tiêu dùng khác,Consumer Discretionary,Consumer Services,Diversified Consumer Services,83150661,EXPANDED
DHT,HNX,CTCP Dược phẩm Hà Tây,Ha Tay Pharmaceutical Joint Stock Company,STOCK,418.0,Dược phẩm Hà Tây,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,82341773,EXPANDED
VGR,UPCOM,CTCP Cảng Xanh Vip,Vip Greenport Joint Stock Company,STOCK,419.0,Cảng Xanh Vip,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,82224959,EXPANDED
BMP,HOSE,CTCP Nhựa Bình Minh,Binh Minh Plastics Joint Stock Company,STOCK,420.0,Nhựa Bình Minh,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Industrials,Capital Goods,Building Products,81860938,EXPANDED
SBR,UPCOM,CTCP Cao su Sông Bé,Song Be Rubber Joint Stock Company,STOCK,421.0,Cao su Sông Bé,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,81396192,EXPANDED
VSN,UPCOM,CTCP Việt Nam Kỹ nghệ Súc sản,Vissan Joint Stock Company,STOCK,422.0,Việt Nam Kỹ nghệ Súc sản,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,80914300,EXPANDED
DFF,UPCOM,CTCP Tập đoàn Đua Fat,Dua Fat Group JSC,STOCK,423.0,Đua Fat,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,80000000,EXPANDED
LLM,UPCOM,Tổng Công ty Lắp máy Việt Nam - CTCP,Viet Nam Machinery Installation Corporation - JSC,STOCK,424.0,Lắp máy Việt Nam - CTCP,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,79726104,EXPANDED
SJF,UPCOM,CTCP Đầu tư Sao Thái Dương,Sunstar Investment Joint Stock Company,STOCK,425.0,Đầu tư Sao Thái Dương,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,79200000,EXPANDED
DGT,UPCOM,CTCP Công trình Giao thông Đồng Nai,DONA Transportation Construction Joint Stock Company,STOCK,426.0,Công trình Giao thông Đồng Nai,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,79000000,EXPANDED
CTX,UPCOM,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,Vietnam Investment Construction and Trading Joint Stock Corporation,STOCK,427.0,Đầu tư Xây dựng và Thương mại Việt Nam,Bất động sản,Bất động sản,Bất động sản đa dạng,Real Estate,Real Estate,Diversified Real Estate Activities,78907276,EXPANDED
LDW,UPCOM,CTCP Cấp thoát nước Lâm Đồng,Lam Dong Water Supply And Sewerage JSC,STOCK,428.0,Cấp thoát nước Lâm Đồng,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,78800000,EXPANDED
SLD,UPCOM,CTCP Địa ốc Sacom,Sacom Land Corporation,STOCK,429.0,Địa ốc Sacom,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,78573095,EXPANDED
TAR,UPCOM,CTCP Nông nghiệp Công nghệ cao Trung An,Trung An Hi-Tech Farming JSC,STOCK,430.0,Nông nghiệp Công nghệ cao Trung An,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,78319777,EXPANDED
TLD,HOSE,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Thang Long Urban Development And Construction Investment JSC,STOCK,431.0,Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,77741356,EXPANDED
HID,HOSE,CTCP Halcom Việt Nam,Halcom Vietnam JSC,STOCK,432.0,Halcom Việt Nam,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Industrials,Capital Goods,Trading Companies & Distributors,76765032,EXPANDED
ADS,HOSE,CTCP Damsan,DamSan Joint Stock Company,STOCK,433.0,Damsan,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",76394727,EXPANDED
SGI,UPCOM,CTCP Đầu tư Phát triển Sài Gòn 3 Group,Saigon3 Group Investment Development JSC,STOCK,434.0,Đầu tư Phát triển Sài Gòn 3 Group,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",75464700,EXPANDED
AVC,UPCOM,CTCP Thủy điện A Vương,A Vuong Hydropower JSC,STOCK,435.0,Thủy điện A Vương,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,75052052,EXPANDED
CQN,UPCOM,CTCP Cảng Quảng Ninh,QUANG NINH PORT JSC,STOCK,436.0,Cảng Quảng Ninh,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,75049936,EXPANDED
VCW,UPCOM,CTCP Đầu tư Nước sạch Sông Đà,Song Da Water Investment JSC,STOCK,437.0,Đầu tư Nước sạch Sông Đà,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,75000000,EXPANDED
TSJ,UPCOM,CTCP Du lịch Dịch vụ Hà Nội,HaNoi Tourist Service Joint Stock Company,STOCK,438.0,Du lịch Dịch vụ Hà Nội,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",74800000,EXPANDED
HOM,HNX,CTCP Xi măng VICEM Hoàng Mai,Vicem Hoang Mai Cement JSC,STOCK,439.0,Xi măng VICEM Hoàng Mai,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,74769131,EXPANDED
PPH,UPCOM,Tổng Công ty cổ phần Phong Phú,Phong Phu Corporation,STOCK,440.0,Phong Phú,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",74670891,EXPANDED
HPW,UPCOM,CTCP Cấp nước Hải Phòng,Hai Phong Water JSC,STOCK,441.0,Cấp nước Hải Phòng,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,74206940,EXPANDED
SMC,HOSE,CTCP Đầu tư Thương mại SMC,SMC Trading Investment Joint Stock Company,STOCK,442.0,Đầu tư Thương mại SMC,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,73678587,EXPANDED
ABI,UPCOM,CTCP Bảo hiểm Ngân hàng Nông nghiệp Việt Nam,Agriculture Bank Insurance Joint Stock Corporation,STOCK,443.0,Bảo hiểm Ngân hàng Nông nghiệp Việt Nam,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,72391750,EXPANDED
XMC,UPCOM,CTCP Đầu tư và Xây dựng Xuân Mai,Xuan Mai Investment and Construction Corporation,STOCK,444.0,Đầu tư và Xây dựng Xuân Mai,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,71405689,EXPANDED
AAT,HOSE,CTCP Tập Đoàn Tiên Sơn Thanh Hóa,Tien Son Thanh Hoa Group JSC,STOCK,445.0,Tiên Sơn Thanh Hóa,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",70819103,EXPANDED
FIR,HOSE,CTCP Địa ốc First Real,First Real Joint Stock Company,STOCK,446.0,Địa ốc First Real,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,70669620,EXPANDED
PLP,HOSE,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,STOCK,447.0,Sản xuất và Công nghệ Nhựa Pha Lê,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,70000000,EXPANDED
TMP,HOSE,CTCP Thủy điện Thác Mơ,Thac Mo Hydro Power Joint Stock Company,STOCK,448.0,Thủy điện Thác Mơ,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,70000000,EXPANDED
SGR,HOSE,CTCP Tổng CTCP Địa ốc Sài Gòn,Saigon Real Estate Group Joint Stock Company,STOCK,449.0,Tổng CTCP Địa ốc Sài Gòn,Bất động sản,Bất động sản,Dịch vụ bất động sản,Real Estate,Real Estate,Real Estate Services,69875000,EXPANDED
QBS,UPCOM,CTCP Xuất nhập khẩu Quảng Bình,Quang Binh Import & Export JSC,STOCK,450.0,Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,69329928,EXPANDED
DAT,HOSE,CTCP Đầu tư du lịch và Phát triển Thủy sản,Travel Investment And Seafood Development Corporation,STOCK,451.0,Đầu tư du lịch và Phát triển Thủy sản,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,69228341,EXPANDED
VST,UPCOM,CTCP Vận tải và Thuê tàu biển Việt Nam,Vietnam Sea Transport and Chartering Joint Stock Company,STOCK,452.0,Vận tải và Thuê tàu biển Việt Nam,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,68999337,EXPANDED
SJD,HOSE,CTCP Thủy điện Cần Đơn,Candon HydroPower Joint Stock Company,STOCK,453.0,Thủy điện Cần Đơn,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,68998620,EXPANDED
VC2,HNX,CTCP Đầu tư và Xây dựng Vina2,Vina2 Invest And Construction Joint Stock Company No2,STOCK,454.0,Đầu tư và Xây dựng Vina2,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,68769410,EXPANDED
VIP,HOSE,CTCP Vận tải Xăng dầu VIPCO,Vietnam Petroleum Transport Joint Stock Company,STOCK,455.0,Vận tải Xăng dầu VIPCO,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",68470941,EXPANDED
VNB,UPCOM,CTCP Sách Việt Nam,Viet Nam Books JSC,STOCK,456.0,Sách Việt Nam,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,Communication Services,Media & Entertainment,Media,67909960,EXPANDED
VNS,HOSE,CTCP Ánh Dương Việt Nam,VietNam Sun Copporation,STOCK,457.0,Ánh Dương Việt Nam,Công nghiệp,Vận tải,Vận tải mặt đất,Industrials,Transportation,Ground Transportation,67859192,EXPANDED
GSP,HOSE,CTCP Vận tải Sản Phẩm Khí Quốc tế,International Gas Product Shipping JSC,STOCK,458.0,Vận tải Sản Phẩm Khí Quốc tế,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",67517050,EXPANDED
SWC,UPCOM,Tổng Công ty cổ phần Đường sông Miền Nam,Southern Waterborne Transport Corporation,STOCK,459.0,Đường sông Miền Nam,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,67100000,EXPANDED
PTB,HOSE,CTCP Phú Tài,Phu Tai Joint Stock Company,STOCK,460.0,Phú Tài,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,66938403,EXPANDED
BSA,UPCOM,CTCP Thủy điện Buôn Đôn,Buon Don Hydropower JSC,STOCK,461.0,Thủy điện Buôn Đôn,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,66850975,EXPANDED
SVC,HOSE,CTCP Dịch vụ Tổng hợp Sài Gòn,Saigon General Service Corporation,STOCK,462.0,Dịch vụ Tổng hợp Sài Gòn,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ chuyên doanh,Consumer Discretionary,Consumer Discre. Dist. & Retail,Specialty Retail,66630564,EXPANDED
SKG,HOSE,CTCP Tàu cao tốc Superdong - Kiên Giang,Superdong Fast Ferry Kieng Giang JSC,STOCK,463.0,Tàu cao tốc Superdong - Kiên Giang,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,66497697,EXPANDED
PDV,UPCOM,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Phuong Dong Viet Shipping And Logistics Corporation,STOCK,464.0,Vận Tải Và Tiếp Vận Phương Đông Việt,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,66095966,EXPANDED
BHA,UPCOM,CTCP Thủy điện Bắc Hà,Bac Ha Hydropower JSC,STOCK,465.0,Thủy điện Bắc Hà,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,66000000,EXPANDED
CNT,UPCOM,CTCP Tập đoàn CNT,CNT Group Corporation,STOCK,466.0,CNT,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,65480283,EXPANDED
FMC,HOSE,CTCP Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company,STOCK,467.0,Thực phẩm Sao Ta,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,65388889,EXPANDED
AME,HNX,CTCP Alphanam E&C,Alphanam E&C Joint Stock Company,STOCK,468.0,Alphanam E&C,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,65200000,EXPANDED
TIP,HOSE,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Tin Nghia Industrial Park Development JSC,STOCK,469.0,Phát triển Khu Công nghiệp Tín Nghĩa,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,65007857,EXPANDED
LIX,HOSE,CTCP Bột Giặt Lix,Lix Detergent Joint Stock Company,STOCK,470.0,Bột Giặt Lix,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Consumer Staples,Household & Personal Products,Household Products,64800000,EXPANDED
SII,UPCOM,CTCP Hạ tầng Nước Sài Gòn,Sai Gon Water Infrastructure Corporation,STOCK,471.0,Hạ tầng Nước Sài Gòn,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,64522104,EXPANDED
OPC,HOSE,CTCP Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,STOCK,472.0,Dược phẩm OPC,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,64050892,EXPANDED
TBC,HOSE,CTCP Thủy điện Thác Bà,Thac Ba Hydro Power Joint Stock Company,STOCK,473.0,Thủy điện Thác Bà,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,63500000,EXPANDED
TD6,HNX,CTCP Than Đèo Nai - Cọc Sáu - TKV,Deo Nai ? Coc Sau ? TKV Coal Joint Stock Company,STOCK,474.0,Than Đèo Nai - Cọc Sáu - TKV,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",61935202,EXPANDED
IDP,UPCOM,CTCP Sữa Quốc tế Lof,Lof International Dairy Products Joint Stock Company,STOCK,475.0,Sữa Quốc tế Lof,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,61804472,EXPANDED
VGS,HNX,CTCP Ống thép Việt - Đức VG PIPE,Vietnam Germany Steel Pipe JSC,STOCK,476.0,Ống thép Việt - Đức VG PIPE,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,61524155,EXPANDED
DTL,HOSE,CTCP Đại Thiên Lộc,Dai Thien Loc Corporation,STOCK,477.0,Đại Thiên Lộc,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,61435604,EXPANDED
KPF,UPCOM,CTCP Đầu tư tài sản Koji,Koji Asset Investment Joint Stock Company,STOCK,478.0,Đầu tư tài sản Koji,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,60867241,EXPANDED
SBA,HOSE,CTCP Sông Ba,Song Ba JSC,STOCK,479.0,Sông Ba,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,60488261,EXPANDED
BTP,HOSE,CTCP Nhiệt điện Bà Rịa,BaRia Thermal Power Joint Stock Company,STOCK,480.0,Nhiệt điện Bà Rịa,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,60485600,EXPANDED
KHP,HOSE,CTCP Điện lực Khánh Hòa,Khanh Hoa Power Joint Stock Company,STOCK,481.0,Điện lực Khánh Hòa,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,60405967,EXPANDED
PGC,HOSE,Tổng Công ty Gas Petrolimex - CTCP,Petrolimex Gas Corporation - JSC,STOCK,482.0,Gas Petrolimex - CTCP,Tiện ích,Tiện ích,Gas sinh hoạt,Utilities,Utilities,Gas Utilities,60342638,EXPANDED
DAG,UPCOM,CTCP Tập đoàn Nhựa Đông Á,Dong A Plastic JSC,STOCK,483.0,Nhựa Đông Á,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Industrials,Capital Goods,Building Products,60314112,EXPANDED
DCS,UPCOM,CTCP Tập đoàn Đại Châu,Dai Chau Group JSC,STOCK,484.0,Đại Châu,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,60310988,EXPANDED
TN1,HOSE,CTCP Rox Key Holdings,Rox Key Holdings Joint Stock Company,STOCK,485.0,Rox Key Holdings,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,60095480,EXPANDED
AMS,UPCOM,CTCP Cơ khí Xây dựng AMECC,AMECC MECHANICAL CONSTRUCTION JSC,STOCK,486.0,Cơ khí Xây dựng AMECC,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Industrials,Capital Goods,Machinery,60000000,EXPANDED
BLI,UPCOM,Tổng Công ty cổ phần Bảo hiểm Bảo Long,Bao Long Insurance Corporation,STOCK,487.0,Bảo hiểm Bảo Long,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,60000000,EXPANDED
BSG,UPCOM,CTCP Xe khách Sài Gòn,Saigon Passenger Transport JSC,STOCK,488.0,Xe khách Sài Gòn,Công nghiệp,Vận tải,Vận tải mặt đất,Industrials,Transportation,Ground Transportation,60000000,EXPANDED
HPI,UPCOM,CTCP Khu công nghiệp Hiệp Phước,Hiep Phuoc Industrial Park Joint Stock Company,STOCK,489.0,Khu công nghiệp Hiệp Phước,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,60000000,EXPANDED
PXS,UPCOM,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,"Petroleum Equipment Assembly & Metal Structure .,JSC",STOCK,490.0,Kết cấu Kim loại và Lắp máy Dầu khí,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,60000000,EXPANDED
QNC,UPCOM,CTCP Xi măng và Xây dựng Quảng Ninh,Quang Ninh Construction & Cement Joint Stock Company,STOCK,491.0,Xi măng và Xây dựng Quảng Ninh,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,60000000,EXPANDED
PSI,HNX,CTCP Chứng khoán Dầu khí,Petrovietnam Securities Incorporated,STOCK,492.0,Chứng khoán Dầu khí,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,59841300,EXPANDED
CCL,HOSE,CTCP Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Cuu Long Petro Urban Development & Investment Corporation,STOCK,493.0,Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,59581418,EXPANDED
PVY,UPCOM,CTCP Chế tạo Giàn khoan Dầu khí,Petrovietnam Marine Shipyard JSC,STOCK,494.0,Chế tạo Giàn khoan Dầu khí,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Energy,Energy,Energy Equipment & Services,59489787,EXPANDED
BOT,UPCOM,CTCP BOT Cầu Thái Hà,Thai Ha Bridge BOT Joint Stock Company,STOCK,495.0,BOT Cầu Thái Hà,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,59246800,EXPANDED
DNN,UPCOM,CTCP Cấp nước Đà Nẵng,Da Nang Water Supply Joint Stock Company,STOCK,496.0,Cấp nước Đà Nẵng,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,57964061,EXPANDED
SCJ,UPCOM,CTCP Xi măng Sài Sơn,Sai Son Cement Joint Stock Company,STOCK,497.0,Xi măng Sài Sơn,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,57839000,EXPANDED
BII,UPCOM,CTCP Louis Land,Louis Land JSC,STOCK,498.0,Louis Land,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,57680000,EXPANDED
MCG,UPCOM,CTCP Năng lượng và Bất động sản MCG,MCG Energy and Real Estate JSC,STOCK,499.0,Năng lượng và Bất động sản MCG,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,57510000,EXPANDED
KSH,UPCOM,CTCP DAMAC GLS,DAMAC GLS JSC,STOCK,500.0,DAMAC GLS,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,57509675,EXPANDED
KMR,HOSE,CTCP Mirae,Mirae JSC,STOCK,501.0,Mirae,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",56881443,EXPANDED
NS2,UPCOM,CTCP Nước sạch Số 2 Hà Nội,Ha Noi Water Supply Number 2 JSC,STOCK,502.0,Nước sạch Số 2 Hà Nội,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,56800000,EXPANDED
DNA,UPCOM,CTCP Điện Nước An Giang,An Giang Power And Water Supply Joint Stock Company,STOCK,503.0,Điện Nước An Giang,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,56329567,EXPANDED
PDN,HOSE,CTCP Cảng Đồng Nai,Dong Nai Port JSC,STOCK,504.0,Cảng Đồng Nai,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,55565820,EXPANDED
MDF,UPCOM,CTCP Gỗ MDF VRG - Quảng Trị,MDF VRG Quang Tri Wood JSC,STOCK,505.0,Gỗ MDF VRG - Quảng Trị,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,55113595,EXPANDED
VVN,UPCOM,Tổng Công ty cổ phần Xây dựng Công nghiệp Việt Nam,Vietnam Industrial Construction Corporation,STOCK,506.0,Xây dựng Công nghiệp Việt Nam,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,55000000,EXPANDED
HLD,HNX,CTCP Đầu tư và Phát triển Bất động sản Hudland,Hudland Real Estate Investmnet and Development JSC,STOCK,507.0,Đầu tư và Phát triển Bất động sản Hudland,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,54999961,EXPANDED
SZG,UPCOM,CTCP Sonadezi Giang Điền,Sonadezi Giang Dien Joint Stock Company,STOCK,508.0,Sonadezi Giang Điền,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,54898000,EXPANDED
GPC,UPCOM,CTCP Tập đoàn Green+,Green Plus Joint Stock Corporation,STOCK,509.0,Green+,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,54072143,EXPANDED
PVR,UPCOM,CTCP Đầu tư PVR Hà Nội,Ha Noi PVR Investment Joint Stock Company,STOCK,510.0,Đầu tư PVR Hà Nội,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,53100913,EXPANDED
