symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source
CII,HOSE,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Ho Chi Minh City Infrastructure Investment JSC,STOCK,46.0,Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,624939021,CURRENT_LOCKED
CLI,UPCOM,CTCP Tập đoàn CNCTech,CNCTech Group Joint Stock Company,STOCK,47.0,CNCTech,Công nghiệp,Tư liệu sản xuất,Tập đoàn công nghiệp,Industrials,Capital Goods,Industrial Conglomerates,0,CURRENT_LOCKED
CMG,HOSE,CTCP Tập đoàn Công nghệ CMC,CMC Corporation,STOCK,48.0,Công nghệ CMC,Công nghệ thông tin,Phần mềm và dịch vụ,Phần mềm,Information Technology,Software,Software,211783907,CURRENT_LOCKED
CRC,HOSE,CTCP Create Capital Việt Nam,Create Capital Viet Nam Joint Stock Company,STOCK,49.0,Create Capital Việt Nam,Công nghiệp,Hàng hóa công nghiệp,Tập đoàn đa ngành,Industrials,Capital Goods,Industrial Conglomerates,68399924,CURRENT_LOCKED
CRE,HOSE,CTCP Bất động sản Thế Kỷ,Century Land JSC,STOCK,50.0,Bất động sản Thế Kỷ,Bất động sản,Bất động sản,Bất động sản đa dạng,Real Estate,Real Estate,Diversified Real Estate Activities,463678534,CURRENT_LOCKED
CSM,HOSE,CTCP Công nghiệp Cao su Miền Nam,The Southern Rubber Industry JSC,STOCK,51.0,Công nghiệp Cao su Miền Nam,Tiêu dùng không thiết yếu,Xe và linh kiện,Linh kiện xe,Consumer Discretionary,Automobiles & Components,Automobile Components,103626467,CURRENT_LOCKED
CTD,HOSE,CTCP Xây dựng Coteccons,Coteccons Construction Joint Stock Company,STOCK,52.0,Xây dựng Coteccons,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,103633261,CURRENT_LOCKED
CTF,HOSE,CTCP City Auto,City Auto Corporation,STOCK,53.0,City Auto,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ chuyên doanh,Consumer Discretionary,Consumer Discre. Dist. & Retail,Specialty Retail,95653859,CURRENT_LOCKED
CTG,HOSE,Ngân hàng TMCP Công Thương Việt Nam,Vietnam Joint Stock Commercial Bank For Industry And Trade,STOCK,54.0,Công Thương Việt Nam,Tài chính,Tổ chức tín dụng,Ngân hàng,Financials,Banks,Banks,5369991748,CURRENT_LOCKED
CTI,HOSE,CTCP Đầu tư Phát triển Cường Thuận IDICO,Cuong Thuan IDICO Development Investment Coporation,STOCK,55.0,Đầu tư Phát triển Cường Thuận IDICO,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,62999997,CURRENT_LOCKED
CTR,HOSE,Tổng Công ty cổ phần Công trình Viettel,Viettel Construction Joint Stock Corporation,STOCK,56.0,Công trình Viettel,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Communication Services,Telecommunication,Diversified Telecommunication Services,114385879,CURRENT_LOCKED
CTS,HOSE,CTCP Chứng khoán Ngân hàng Công thương Việt Nam,Viet Nam Bank For Industry & Trade Securities JSC,STOCK,57.0,Chứng khoán Ngân hàng Công thương Việt Nam,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,212693438,CURRENT_LOCKED
CVN,UPCOM,CTCP Vinam,Vinam Joint Stock Company,STOCK,58.0,Vinam,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,29699991,CURRENT_LOCKED
CSV,HOSE,CTCP Hóa chất Cơ bản Miền Nam,South Basic Chemicals JSC,STOCK,59.0,Hóa chất Cơ bản Miền Nam,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,110499910,CURRENT_LOCKED
DCL,HOSE,CTCP Dược phẩm Cửu Long,Cuu Long Pharmaceutical JSC,STOCK,60.0,Dược phẩm Cửu Long,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,73041030,CURRENT_LOCKED
DBC,HOSE,CTCP Tập đoàn Dabaco Việt Nam,Dabaco Group,STOCK,61.0,Dabaco Việt Nam,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,384866667,CURRENT_LOCKED
DC4,HOSE,CTCP DICERA Holdings,DICERA Holdings Joint Stock Company,STOCK,62.0,DICERA Holdings,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,95285704,CURRENT_LOCKED
DCM,HOSE,CTCP Phân bón Dầu khí Cà Mau,Petro Viet Nam Ca Mau Fertilizer JSC,STOCK,63.0,Phân bón Dầu khí Cà Mau,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,529400000,CURRENT_LOCKED
